Year,Region,Region Code,Livestock type,Value,Value Unit,Value Label,Null Reason
2005,Marlborough,Marlborough Region,Sheep,891404.7417,number,Kilograms of nitrogen leached,
2006,Marlborough,Marlborough Region,Sheep,906172.2814,number,Kilograms of nitrogen leached,
2007,Marlborough,Marlborough Region,Sheep,808659.0173,number,Kilograms of nitrogen leached,
2008,Marlborough,Marlborough Region,Sheep,723045.0093,number,Kilograms of nitrogen leached,
2009,Marlborough,Marlborough Region,Sheep,721459.2801,number,Kilograms of nitrogen leached,
2010,Marlborough,Marlborough Region,Sheep,729541.6091,number,Kilograms of nitrogen leached,
2011,Marlborough,Marlborough Region,Sheep,594192.9863,number,Kilograms of nitrogen leached,
2012,Marlborough,Marlborough Region,Sheep,764475.1533,number,Kilograms of nitrogen leached,
2013,Marlborough,Marlborough Region,Sheep,724226.9713,number,Kilograms of nitrogen leached,
2014,Marlborough,Marlborough Region,Sheep,760839.8517,number,Kilograms of nitrogen leached,
2015,Marlborough,Marlborough Region,Sheep,633161.408,number,Kilograms of nitrogen leached,
2016,Marlborough,Marlborough Region,Sheep,606659.4722,number,Kilograms of nitrogen leached,
2017,Marlborough,Marlborough Region,Sheep,654825.1232,number,Kilograms of nitrogen leached,
1990,Northland,Northland Region,Beef cattle,6278070.525,number,Kilograms of nitrogen leached,
1991,Northland,Northland Region,Beef cattle,6466227.528,number,Kilograms of nitrogen leached,
1992,Northland,Northland Region,Beef cattle,6230545.95,number,Kilograms of nitrogen leached,
1993,Northland,Northland Region,Beef cattle,6179976.833,number,Kilograms of nitrogen leached,
1994,Northland,Northland Region,Beef cattle,6089849.872,number,Kilograms of nitrogen leached,
1995,Northland,Northland Region,Beef cattle,6237653.42,number,Kilograms of nitrogen leached,
1996,Northland,Northland Region,Beef cattle,5775201.123,number,Kilograms of nitrogen leached,
1997,Northland,Northland Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Northland,Northland Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Northland,Northland Region,Beef cattle,5764423.228,number,Kilograms of nitrogen leached,
2000,Northland,Northland Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Northland,Northland Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Northland,Northland Region,Beef cattle,4969203.437,number,Kilograms of nitrogen leached,
2003,Northland,Northland Region,Beef cattle,5072834.59,number,Kilograms of nitrogen leached,
2004,Northland,Northland Region,Beef cattle,4793288.255,number,Kilograms of nitrogen leached,
2005,Northland,Northland Region,Beef cattle,4978008.213,number,Kilograms of nitrogen leached,
2006,Northland,Northland Region,Beef cattle,5206359.549,number,Kilograms of nitrogen leached,
2007,Northland,Northland Region,Beef cattle,5259877.736,number,Kilograms of nitrogen leached,
2008,Northland,Northland Region,Beef cattle,5384067.511,number,Kilograms of nitrogen leached,
2009,Northland,Northland Region,Beef cattle,5147409.982,number,Kilograms of nitrogen leached,
2010,Northland,Northland Region,Beef cattle,4934588.998,number,Kilograms of nitrogen leached,
2011,Northland,Northland Region,Beef cattle,4269085.835,number,Kilograms of nitrogen leached,
2012,Northland,Northland Region,Beef cattle,4038729.556,number,Kilograms of nitrogen leached,
2013,Northland,Northland Region,Beef cattle,4204821.578,number,Kilograms of nitrogen leached,
2014,Northland,Northland Region,Beef cattle,3711266.144,number,Kilograms of nitrogen leached,
2015,Northland,Northland Region,Beef cattle,3761326.07,number,Kilograms of nitrogen leached,
2016,Northland,Northland Region,Beef cattle,3785236.871,number,Kilograms of nitrogen leached,
2017,Northland,Northland Region,Beef cattle,4062470.627,number,Kilograms of nitrogen leached,
1990,Northland,Northland Region,Dairy cattle,7315509.255,number,Kilograms of nitrogen leached,
1991,Northland,Northland Region,Dairy cattle,7187908.207,number,Kilograms of nitrogen leached,
1992,Northland,Northland Region,Dairy cattle,7158486.213,number,Kilograms of nitrogen leached,
1993,Northland,Northland Region,Dairy cattle,7051107.829,number,Kilograms of nitrogen leached,
1994,Northland,Northland Region,Dairy cattle,7069228.923,number,Kilograms of nitrogen leached,
1995,Northland,Northland Region,Dairy cattle,7831048.419,number,Kilograms of nitrogen leached,
1996,Northland,Northland Region,Dairy cattle,7974668.99,number,Kilograms of nitrogen leached,
1997,Northland,Northland Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Northland,Northland Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Northland,Northland Region,Dairy cattle,7665579.44,number,Kilograms of nitrogen leached,
2000,Northland,Northland Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,Northland,Northland Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,Northland,Northland Region,Dairy cattle,8037260.119,number,Kilograms of nitrogen leached,
2003,Northland,Northland Region,Dairy cattle,7415353.705,number,Kilograms of nitrogen leached,
2004,Northland,Northland Region,Dairy cattle,7911899.425,number,Kilograms of nitrogen leached,
2005,Northland,Northland Region,Dairy cattle,6804232.712,number,Kilograms of nitrogen leached,
2006,Northland,Northland Region,Dairy cattle,7497295.149,number,Kilograms of nitrogen leached,
2007,Northland,Northland Region,Dairy cattle,7279822.2,number,Kilograms of nitrogen leached,
2008,Northland,Northland Region,Dairy cattle,7775674.005,number,Kilograms of nitrogen leached,
2009,Northland,Northland Region,Dairy cattle,7783287.243,number,Kilograms of nitrogen leached,
2010,Northland,Northland Region,Dairy cattle,7004853.441,number,Kilograms of nitrogen leached,
2011,Northland,Northland Region,Dairy cattle,7625847.852,number,Kilograms of nitrogen leached,
2012,Northland,Northland Region,Dairy cattle,7886125.441,number,Kilograms of nitrogen leached,
2013,Northland,Northland Region,Dairy cattle,7594542.374,number,Kilograms of nitrogen leached,
2014,Northland,Northland Region,Dairy cattle,6995336.893,number,Kilograms of nitrogen leached,
2015,Northland,Northland Region,Dairy cattle,7546146.762,number,Kilograms of nitrogen leached,
2016,Northland,Northland Region,Dairy cattle,8017989.109,number,Kilograms of nitrogen leached,
2017,Northland,Northland Region,Dairy cattle,7522058,number,Kilograms of nitrogen leached,
1990,Northland,Northland Region,Deer,35521.21962,number,Kilograms of nitrogen leached,
1991,Northland,Northland Region,Deer,43095.56071,number,Kilograms of nitrogen leached,
1992,Northland,Northland Region,Deer,38586.31294,number,Kilograms of nitrogen leached,
1993,Northland,Northland Region,Deer,38636.11137,number,Kilograms of nitrogen leached,
1994,Northland,Northland Region,Deer,45169.66529,number,Kilograms of nitrogen leached,
1995,Northland,Northland Region,Deer,38598.76255,number,Kilograms of nitrogen leached,
1996,Northland,Northland Region,Deer,28146.07224,number,Kilograms of nitrogen leached,
1997,Northland,Northland Region,Deer,0,number,Kilograms of nitrogen leached,
1998,Northland,Northland Region,Deer,0,number,Kilograms of nitrogen leached,
1999,Northland,Northland Region,Deer,68614.76581,number,Kilograms of nitrogen leached,
2000,Northland,Northland Region,Deer,0,number,Kilograms of nitrogen leached,
2001,Northland,Northland Region,Deer,0,number,Kilograms of nitrogen leached,
2002,Northland,Northland Region,Deer,58294.04133,number,Kilograms of nitrogen leached,
2003,Northland,Northland Region,Deer,47114.29396,number,Kilograms of nitrogen leached,
2004,Northland,Northland Region,Deer,41696.22485,number,Kilograms of nitrogen leached,
2005,Northland,Northland Region,Deer,31684.25064,number,Kilograms of nitrogen leached,
2006,Northland,Northland Region,Deer,21669.78651,number,Kilograms of nitrogen leached,
2007,Northland,Northland Region,Deer,18838.7458,number,Kilograms of nitrogen leached,
2008,Northland,Northland Region,Deer,16343.8445,number,Kilograms of nitrogen leached,
2009,Northland,Northland Region,Deer,13933.60052,number,Kilograms of nitrogen leached,
2010,Northland,Northland Region,Deer,16590.34672,number,Kilograms of nitrogen leached,
2011,Northland,Northland Region,Deer,8649.987169,number,Kilograms of nitrogen leached,
2012,Northland,Northland Region,Deer,12843.01492,number,Kilograms of nitrogen leached,
2013,Northland,Northland Region,Deer,11812.18743,number,Kilograms of nitrogen leached,
2014,Northland,Northland Region,Deer,7297.959813,number,Kilograms of nitrogen leached,
2015,Northland,Northland Region,Deer,11822.14711,number,Kilograms of nitrogen leached,
2016,Northland,Northland Region,Deer,12011.38115,number,Kilograms of nitrogen leached,
2017,Northland,Northland Region,Deer,12232.98416,number,Kilograms of nitrogen leached,
1990,Northland,Northland Region,Sheep,1625847.156,number,Kilograms of nitrogen leached,
1991,Northland,Northland Region,Sheep,1405641.04,number,Kilograms of nitrogen leached,
1992,Northland,Northland Region,Sheep,1184863.087,number,Kilograms of nitrogen leached,
1993,Northland,Northland Region,Sheep,1070135.065,number,Kilograms of nitrogen leached,
1994,Northland,Northland Region,Sheep,1023226.866,number,Kilograms of nitrogen leached,
1995,Northland,Northland Region,Sheep,980474.8517,number,Kilograms of nitrogen leached,
1996,Northland,Northland Region,Sheep,887712.8965,number,Kilograms of nitrogen leached,
1997,Northland,Northland Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Northland,Northland Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Northland,Northland Region,Sheep,733672.6769,number,Kilograms of nitrogen leached,
2000,Northland,Northland Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Northland,Northland Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Northland,Northland Region,Sheep,656278.6739,number,Kilograms of nitrogen leached,
2003,Northland,Northland Region,Sheep,666169.5624,number,Kilograms of nitrogen leached,
2004,Northland,Northland Region,Sheep,621299.8673,number,Kilograms of nitrogen leached,
2005,Northland,Northland Region,Sheep,699694.2702,number,Kilograms of nitrogen leached,
2006,Northland,Northland Region,Sheep,660854.6237,number,Kilograms of nitrogen leached,
2007,Northland,Northland Region,Sheep,671690.6136,number,Kilograms of nitrogen leached,
2008,Northland,Northland Region,Sheep,633778.4736,number,Kilograms of nitrogen leached,
2009,Northland,Northland Region,Sheep,539664.219,number,Kilograms of nitrogen leached,
2010,Northland,Northland Region,Sheep,541347.0525,number,Kilograms of nitrogen leached,
2011,Northland,Northland Region,Sheep,503316.7748,number,Kilograms of nitrogen leached,
2012,Northland,Northland Region,Sheep,554185.099,number,Kilograms of nitrogen leached,
2013,Northland,Northland Region,Sheep,536999.8374,number,Kilograms of nitrogen leached,
2014,Northland,Northland Region,Sheep,416310.8894,number,Kilograms of nitrogen leached,
2015,Northland,Northland Region,Sheep,479156.3631,number,Kilograms of nitrogen leached,
2016,Northland,Northland Region,Sheep,460230.4559,number,Kilograms of nitrogen leached,
2017,Northland,Northland Region,Sheep,412266.5591,number,Kilograms of nitrogen leached,
1990,Otago,Otago Region,Beef cattle,1788224.815,number,Kilograms of nitrogen leached,
1991,Otago,Otago Region,Beef cattle,1803684.709,number,Kilograms of nitrogen leached,
1992,Otago,Otago Region,Beef cattle,1817793.665,number,Kilograms of nitrogen leached,
1993,Otago,Otago Region,Beef cattle,1806060.235,number,Kilograms of nitrogen leached,
1994,Otago,Otago Region,Beef cattle,2052378.779,number,Kilograms of nitrogen leached,
1995,Otago,Otago Region,Beef cattle,2158063.134,number,Kilograms of nitrogen leached,
1996,Otago,Otago Region,Beef cattle,2153023.678,number,Kilograms of nitrogen leached,
1997,Otago,Otago Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Otago,Otago Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Otago,Otago Region,Beef cattle,2219553.592,number,Kilograms of nitrogen leached,
2000,Otago,Otago Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Otago,Otago Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Otago,Otago Region,Beef cattle,2027098.019,number,Kilograms of nitrogen leached,
2003,Otago,Otago Region,Beef cattle,2068536.911,number,Kilograms of nitrogen leached,
2004,Otago,Otago Region,Beef cattle,1972605.117,number,Kilograms of nitrogen leached,
2005,Otago,Otago Region,Beef cattle,2139051.334,number,Kilograms of nitrogen leached,
2006,Otago,Otago Region,Beef cattle,2111933.905,number,Kilograms of nitrogen leached,
2007,Otago,Otago Region,Beef cattle,2218840.176,number,Kilograms of nitrogen leached,
2008,Otago,Otago Region,Beef cattle,2210332.3,number,Kilograms of nitrogen leached,
2009,Otago,Otago Region,Beef cattle,2212996.229,number,Kilograms of nitrogen leached,
2010,Otago,Otago Region,Beef cattle,2132638.172,number,Kilograms of nitrogen leached,
2011,Otago,Otago Region,Beef cattle,2036440.744,number,Kilograms of nitrogen leached,
2012,Otago,Otago Region,Beef cattle,2203987.444,number,Kilograms of nitrogen leached,
2013,Otago,Otago Region,Beef cattle,2098849.537,number,Kilograms of nitrogen leached,
2014,Otago,Otago Region,Beef cattle,2225640.404,number,Kilograms of nitrogen leached,
2015,Otago,Otago Region,Beef cattle,2069561.499,number,Kilograms of nitrogen leached,
2016,Otago,Otago Region,Beef cattle,1944273.361,number,Kilograms of nitrogen leached,
2017,Otago,Otago Region,Beef cattle,1994705.859,number,Kilograms of nitrogen leached,
1990,Otago,Otago Region,Dairy cattle,656199.3788,number,Kilograms of nitrogen leached,
1991,Otago,Otago Region,Dairy cattle,696463.263,number,Kilograms of nitrogen leached,
1992,Otago,Otago Region,Dairy cattle,749453.8924,number,Kilograms of nitrogen leached,
1993,Otago,Otago Region,Dairy cattle,837266.9355,number,Kilograms of nitrogen leached,
1994,Otago,Otago Region,Dairy cattle,1231796.038,number,Kilograms of nitrogen leached,
1995,Otago,Otago Region,Dairy cattle,1315666.638,number,Kilograms of nitrogen leached,
1996,Otago,Otago Region,Dairy cattle,1449484.841,number,Kilograms of nitrogen leached,
1997,Otago,Otago Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Otago,Otago Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Otago,Otago Region,Dairy cattle,1869137.648,number,Kilograms of nitrogen leached,
2000,Otago,Otago Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,Otago,Otago Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,Otago,Otago Region,Dairy cattle,3070038.725,number,Kilograms of nitrogen leached,
2003,Otago,Otago Region,Dairy cattle,2720495.444,number,Kilograms of nitrogen leached,
2004,Otago,Otago Region,Dairy cattle,2612100.75,number,Kilograms of nitrogen leached,
2005,Otago,Otago Region,Dairy cattle,2422668.619,number,Kilograms of nitrogen leached,
2006,Otago,Otago Region,Dairy cattle,2709252.736,number,Kilograms of nitrogen leached,
2007,Otago,Otago Region,Dairy cattle,3271837.835,number,Kilograms of nitrogen leached,
2008,Otago,Otago Region,Dairy cattle,3491310.481,number,Kilograms of nitrogen leached,
2009,Otago,Otago Region,Dairy cattle,3853235.731,number,Kilograms of nitrogen leached,
2010,Otago,Otago Region,Dairy cattle,3933703.538,number,Kilograms of nitrogen leached,
2011,Otago,Otago Region,Dairy cattle,4614262.117,number,Kilograms of nitrogen leached,
2012,Otago,Otago Region,Dairy cattle,5040900.393,number,Kilograms of nitrogen leached,
2013,Otago,Otago Region,Dairy cattle,5505808.846,number,Kilograms of nitrogen leached,
2014,Otago,Otago Region,Dairy cattle,5647481.954,number,Kilograms of nitrogen leached,
2015,Otago,Otago Region,Dairy cattle,5770941.876,number,Kilograms of nitrogen leached,
2016,Otago,Otago Region,Dairy cattle,4678270.6,number,Kilograms of nitrogen leached,
2017,Otago,Otago Region,Dairy cattle,5004504,number,Kilograms of nitrogen leached,
1990,Otago,Otago Region,Deer,97727.87727,number,Kilograms of nitrogen leached,
1991,Otago,Otago Region,Deer,118256.5819,number,Kilograms of nitrogen leached,
1992,Otago,Otago Region,Deer,122675.4338,number,Kilograms of nitrogen leached,
1993,Otago,Otago Region,Deer,115947.4703,number,Kilograms of nitrogen leached,
1995,Otago,Otago Region,Deer,147977.6097,number,Kilograms of nitrogen leached,
1996,Otago,Otago Region,Deer,161827.3766,number,Kilograms of nitrogen leached,
1997,Otago,Otago Region,Deer,0,number,Kilograms of nitrogen leached,
1998,Otago,Otago Region,Deer,0,number,Kilograms of nitrogen leached,
1999,Otago,Otago Region,Deer,246847.7863,number,Kilograms of nitrogen leached,
2000,Otago,Otago Region,Deer,0,number,Kilograms of nitrogen leached,
2001,Otago,Otago Region,Deer,0,number,Kilograms of nitrogen leached,
2002,Otago,Otago Region,Deer,321450.2298,number,Kilograms of nitrogen leached,
2003,Otago,Otago Region,Deer,319167.2653,number,Kilograms of nitrogen leached,
2004,Otago,Otago Region,Deer,337352.5403,number,Kilograms of nitrogen leached,
2005,Otago,Otago Region,Deer,324720.2455,number,Kilograms of nitrogen leached,
2006,Otago,Otago Region,Deer,315055.6412,number,Kilograms of nitrogen leached,
2007,Otago,Otago Region,Deer,307396.189,number,Kilograms of nitrogen leached,
2008,Otago,Otago Region,Deer,272674.5375,number,Kilograms of nitrogen leached,
2009,Otago,Otago Region,Deer,271968.567,number,Kilograms of nitrogen leached,
2010,Otago,Otago Region,Deer,275681.4485,number,Kilograms of nitrogen leached,
2011,Otago,Otago Region,Deer,264593.464,number,Kilograms of nitrogen leached,
2012,Otago,Otago Region,Deer,250397.2487,number,Kilograms of nitrogen leached,
2013,Otago,Otago Region,Deer,234073.3169,number,Kilograms of nitrogen leached,
2014,Otago,Otago Region,Deer,227043.0282,number,Kilograms of nitrogen leached,
